Id,Name,Received_Amount__c
a0VRg000002JaeXMAS,RV-603,29802.46
a0VRg000002Jag9MAC,RV-604,29802.46
a0VRg000002JahlMAC,RV-605,29802.46
a0VRg000002JajNMAS,RV-606,29802.46
a0VRg000002JakzMAC,RV-607,29802.46
a0VRg000002JambMAC,RV-608,29802
a0VRg000002JaoDMAS,RV-609,29802.46
a0VRg000002JappMAC,RV-610,29802
a0VRg000002JarRMAS,RV-611,29802
a0VRg000002Jat3MAC,RV-612,29802
a0VRg000002JaufMAC,RV-613,29802
a0VRg000002JawHMAS,RV-614,29802
a0VRg000002JaxtMAC,RV-615,29802
a0VRg000002JazVMAS,RV-616,5269750
a0VRg000002Jb17MAC,RV-617,2194500
a0VRg000002Jb2jMAC,RV-618,2194500
a0VRg000002JbAqMAK,RV-622,2076500
a0VRg000002JbtyMAC,RV-623,839720
a0VRg000002JeqDMAS,RV-619,1000000
a0VRg000002JeqEMAS,RV-620,3733000
a0VRg000002JerpMAC,RV-621,15000
a0VRg000002JetRMAS,RV-624,4183000
a0VRg000002JffpMAC,RV-625,50000
a0VRg000002JfhRMAS,RV-626,1500000
a0VRg000002JfvxMAC,RV-627,4000000
a0VRg000002Jg0nMAC,RV-628,5266550
a0VRg000002JgnBMAS,RV-629,5000000
a0VRg000002JgonMAC,RV-630,19515000
a0VRg000002KA25MAG,RV-631,300000
a0VRg000002KAA9MAO,RV-632,5182.98
a0VRg000002KAIDMA4,RV-633,95979
a0VRg000002KAV7MAO,RV-634,84992.8
a0VRg000002KAenMAG,RV-635,88695.8
a0VRg000002KAmrMAG,RV-636,92578.2
a0VRg000002KAq5MAG,RV-637,89557
a0VRg000002KAwXMAW,RV-638,88448
a0VRg000002KAzlMAG,RV-639,87597.2
a0VRg000002KE7KMAW,RV-641,50000
a0VRg000002KF9sMAG,RV-640,50000
a0VRg000002KKhNMAW,RV-642,36500
a0VRg000002KaHVMA0,RV-643,112560.5
a0VRg000002KaJ7MAK,RV-644,99145.2
a0VRg000002KaKjMAK,RV-645,60
a0VRg000002KaMLMA0,RV-646,28972
a0VRg000002KaxSMAS,RV-647,150000
a0VRg000002Kc3BMAS,RV-648,38039.62
a0VRg000002KcWDMA0,RV-649,37000
a0VRg000002KcXpMAK,RV-650,149243.32
a0VRg000002KcZRMA0,RV-651,133334.5
a0VRg000002Kcb3MAC,RV-653,52530
a0VRg000002KccfMAC,RV-654,27397.5
a0VRg000002KceHMAS,RV-655,27397.5
a0VRg000002KcftMAC,RV-656,20091.5
a0VRg000002Kcj7MAC,RV-657,26301.6
a0VRg000002KckjMAC,RV-658,27397.5
a0VRg000002KcmLMAS,RV-659,26301.6
a0VRg000002KcnxMAC,RV-660,26301.6
a0VRg000002KcpZMAS,RV-661,27397.5
a0VRg000002KcrBMAS,RV-662,26301.6
a0VRg000002KcuPMAS,RV-663,27360
a0VRg000002Kcw1MAC,RV-664,26265.6
a0VRg000002KcxdMAC,RV-665,27360
a0VRg000002KczFMAS,RV-666,26265.6
a0VRg000002Kd2TMAS,RV-667,29802.46
a0VRg000002Kd45MAC,RV-668,37000
a0VRg000002Kd5hMAC,RV-669,406918.9
a0VRg000002Kd7JMAS,RV-670,25931
a0VRg000002KeD3MAK,RV-671,37000
a0VRg000002Kz9SMAS,RV-672,298308
a0VRg000002L0dNMAS,RV-673,649673.4
a0VRg000002L0jpMAC,RV-674,666904.2
a0VRg000002L0n3MAC,RV-675,660716.4
a0VRg000002L0yLMAS,RV-676,180821.6
a0VRg000002LI8rMAG,RV-677,46714.32
a0VRg000002LIATMA4,RV-678,51862
a0VRg000002LIAUMA4,RV-681,25921
a0VRg000002LIC5MAO,RV-679,51862
a0VRg000002LIDhMAO,RV-680,25901
a0VRg000002LIFJMA4,RV-682,25901
a0VRg000002LIGvMAO,RV-683,25901
a0VRg000002LIK9MAO,RV-684,25901
a0VRg000002LIaKMAW,RV-700,29116
a0VRg000002LJo5MAG,RV-685,37000
a0VRg000002LJphMAG,RV-686,108579.53
a0VRg000002LJrJMAW,RV-687,61381.81
a0VRg000002LJsvMAG,RV-688,145579.53
a0VRg000002LJuXMAW,RV-689,29115.9
a0VRg000002LJw9MAG,RV-690,29115.9
a0VRg000002LJxlMAG,RV-691,29116.9
a0VRg000002LJxmMAG,RV-692,29116
a0VRg000002LJzNMAW,RV-693,29116
a0VRg000002LK0zMAG,RV-694,29115.9
a0VRg000002LK2bMAG,RV-695,29116
a0VRg000002LK4DMAW,RV-696,29116
a0VRg000002LK5pMAG,RV-697,29116
a0VRg000002LK7RMAW,RV-698,29116
a0VRg000002LK93MAG,RV-699,29116
a0VRg000002LKAfMAO,RV-701,29116
a0VRg000002LKCHMA4,RV-702,29115.9
a0VRg000002LRC9MAO,RV-703,37000
a0VRg000002LRIbMAO,RV-704,134834.6
a0VRg000002LRKDMA4,RV-705,71883.84
a0VRg000002LRP3MAO,RV-706,171834.6
a0VRg000002LRSHMA4,RV-707,51550.38
a0VRg000002LRaLMAW,RV-708,51550.38
a0VRg000002LRfCMAW,RV-720,29511
a0VRg000002LRk1MAG,RV-709,51550.38
a0VRg000002LRldMAG,RV-710,51550.38
a0VRg000002LRnFMAW,RV-711,51550.38
a0VRg000002LRorMAG,RV-712,51550.38
a0VRg000002LRqTMAW,RV-713,34366.92
a0VRg000002LRs5MAG,RV-714,36500
a0VRg000002LRthMAG,RV-715,111057
a0VRg000002LRvJMAW,RV-716,62172.76
a0VRg000002LRwvMAG,RV-717,151577
a0VRg000002LRyXMAW,RV-718,55053
a0VRg000002LS09MAG,RV-719,29621.2
a0VRg000002LS1lMAG,RV-721,29511
a0VRg000002LSL7MAO,RV-722,29511
a0VRg000002LSOLMA4,RV-723,29511
a0VRg000002LSPxMAO,RV-724,29511
a0VRg000002LSTBMA4,RV-725,29511
a0VRg000002LSY1MAO,RV-726,59022
a0VRg000002LSo9MAG,RV-727,37000
a0VRg000002LSplMAG,RV-728,196915
a0VRg000002LSrNMAW,RV-729,198402
a0VRg000002LSszMAG,RV-730,39760
a0VRg000002LSubMAG,RV-731,39760
a0VRg000002LSwDMAW,RV-732,14910
a0VRg000002LSxpMAG,RV-733,52656.55
a0VRg000002LSzRMAW,RV-734,49700
a0VRg000002LT13MAG,RV-735,32802
a0VRg000002LT2fMAG,RV-736,34228
a0VRg000002LT4HMAW,RV-737,80248
a0VRg000002LTFZMA4,RV-738,85614.4
a0VRg000002LTInMAO,RV-739,417749.84
a0VRg000002LXflMAG,RV-740,300000
a0VRg000002LjllMAC,RV-741,37000
a0VRg000002LjnNMAS,RV-742,50000
a0VRg000002LjozMAC,RV-743,55615
a0VRg000002LjsDMAS,RV-744,60196
a0VRg000002LjtpMAC,RV-745,256707
a0VRg000002LjvRMAS,RV-746,29000
a0VRg000002Ljx3MAC,RV-747,28523
a0VRg000002Lk0HMAS,RV-748,30000
a0VRg000002Lk57MAC,RV-749,29000
a0VRg000002Lk6jMAC,RV-750,35000
a0VRg000002Lk8LMAS,RV-751,29000
a0VRg000002LkBZMA0,RV-752,30000
a0VRg000002LkOTMA0,RV-753,30000
a0VRg000002LkRhMAK,RV-754,30000
a0VRg000002LkTJMA0,RV-755,30000
a0VRg000002LkUvMAK,RV-756,29000
a0VRg000002LlHJMA0,RV-757,37000
a0VRg000002LlM9MAK,RV-758,277648.2
a0VRg000002LlPNMA0,RV-759,66079.65
a0VRg000002LlQzMAK,RV-760,157324.48
a0VRg000002LlR0MAK,RV-761,94395
a0VRg000002LlafMAC,RV-762,31465
a0VRg000002LldtMAC,RV-763,31465
a0VRg000002LlijMAC,RV-764,31465
a0VRg000002LllxMAC,RV-765,31465
a0VRg000002LlpBMAS,RV-766,31465
a0VRg000002LlqnMAC,RV-767,31465
a0VRg000002Llu1MAC,RV-768,31465
a0VRg000002LmV7MAK,RV-769,40076.4
a0VRg000002LmZxMAK,RV-770,37000
a0VRg000002LmdBMAS,RV-771,293916.74
a0VRg000002LmgPMAS,RV-772,327809.26
a0VRg000002Lmi1MAC,RV-773,140472
a0VRg000002LmlFMAS,RV-774,140472
a0VRg000002LmmrMAC,RV-775,46824
a0VRg000002LmoTMAS,RV-776,46824
a0VRg000002Lmq5MAC,RV-777,46824
a0VRg000002LmrhMAC,RV-778,46824
a0VRg000002LmuvMAC,RV-779,46824
a0VRg000002LmwXMAS,RV-780,46824
a0VRg000002Ln7pMAC,RV-781,37000
a0VRg000002LpCsMAK,RV-784,846406.93
a0VRg000002LpRNMA0,RV-782,372184
a0VRg000002LpkjMAC,RV-783,37000
a0VRg000002MAArMAO,RV-785,437203
a0VRg000002MAHJMA4,RV-786,54321.38
a0VRg000002MAh7MAG,RV-787,64408
a0VRg000002MLPdMAO,RV-788,148000
a0VRg000002MNCvMAO,RV-789,29930
a0VRg000002MNG9MAO,RV-790,52044
a0VRg000002MNHlMAO,RV-791,132307.04
a0VRg000002MNJNMA4,RV-792,211113
a0VRg000002MNKzMAO,RV-793,30467
a0VRg000002MNMbMAO,RV-794,29851
a0VRg000002MNODMA4,RV-795,30159
a0VRg000002MNPpMAO,RV-796,30164.02
a0VRg000002MNRRMA4,RV-797,30159
a0VRg000002MNT3MAO,RV-798,30159
a0VRg000002MhDFMA0,RV-799,30159
a0VRg000002MhErMAK,RV-800,30159
a0VRg000002MhI5MAK,RV-801,30159
a0VRg000002MhWbMAK,RV-802,147386.4
a0VRg000002MhZpMAK,RV-803,205485.05
a0VRg000002Mhd3MAC,RV-804,69133.94
a0VRg000002MhhtMAC,RV-805,66948
a0VRg000002MhrZMAS,RV-806,37000
a0VRg000002MiajMAC,RV-807,36500
a0VRg000002MicLMAS,RV-808,727024.3
a0VRg000002MidxMAC,RV-809,89455.8
a0VRg000002MihBMAS,RV-810,134184
a0VRg000002MiinMAC,RV-811,89456
a0VRg000002MikPMAS,RV-812,44728
a0VRg000002Mim1MAC,RV-813,134184
a0VRg000002MjdFMAS,RV-814,37000
a0VRg000002MjgTMAS,RV-815,137358.24
a0VRg000002Mji5MAC,RV-816,469561.8
a0VRg000002MjjhMAC,RV-817,500000
a0VRg000002MjlJMAS,RV-818,67104.12
a0VRg000002MjmvMAC,RV-819,201315
a0VRg000002MjoXMAS,RV-820,201312
a0VRg000002MjrlMAC,RV-821,117878
a0VRg000002MjwbMAC,RV-822,61752
a0VRg000002MjzpMAC,RV-823,210000
a0VRg000002Mk33MAC,RV-824,30876
a0VRg000002Mk4fMAC,RV-825,30876
a0VRg000002Mk7tMAC,RV-826,62050
a0VRg000002Mk9VMAS,RV-827,94784
a0VRg000002MkvxMAC,RV-836,27651
a0VRg000002Mn8zMAC,RV-828,132160
a0VRg000002MnAbMAK,RV-829,92025
a0VRg000002MnFRMA0,RV-830,55000
a0VRg000002MnNWMA0,RV-832,69123
a0VRg000002MnaPMAS,RV-831,418216.66
a0VRg000002Mnc1MAC,RV-833,41477
a0VRg000002MnddMAC,RV-834,27651
a0VRg000002MnfFMAS,RV-835,27651
a0VRg000002MpNhMAK,RV-837,37000
a0VRg000002MpPJMA0,RV-838,494017
a0VRg000002MpQvMAK,RV-839,31050.85
a0VRg000002MpSXMA0,RV-840,31049.85
a0VRg000002MpU9MAK,RV-841,31050
a0VRg000002MpVlMAK,RV-842,31050
a0VRg000002MpXNMA0,RV-843,31050
a0VRg000002MpYzMAK,RV-844,31050
a0VRg000002MpdpMAC,RV-845,31050
a0VRg000002N6ZpMAK,RV-846,600000
a0VRg000002N6htMAC,RV-847,500000
a0VRg000002N7R4MAK,RV-860,65100
a0VRg000002N7vhMAC,RV-848,37000
a0VRg000002N7yvMAC,RV-849,551204
a0VRg000002N80XMAS,RV-850,34750
a0VRg000002N829MAC,RV-851,68830
a0VRg000002N83lMAC,RV-852,68830
a0VRg000002N86zMAC,RV-853,68830
a0VRg000002N8BpMAK,RV-854,34415
a0VRg000002N8DRMA0,RV-855,68830
a0VRg000002N8a1MAC,RV-856,37000
a0VRg000002N8bdMAC,RV-857,519497
a0VRg000002N8dFMAS,RV-858,32550
a0VRg000002N8erMAC,RV-859,65100
a0VRg000002N8i5MAC,RV-861,65100
a0VRg000002N8jhMAC,RV-862,32550
a0VRg000002N8lJMAS,RV-863,65100
a0VRg000002NC8zMAG,RV-864,27000
a0VRg000002NCCDMA4,RV-865,9850
a0VRg000002NEYzMAO,RV-866,918150
a0VRg000002NV5BMAW,RV-867,750000
a0VRg000002NVErMAO,RV-868,37000
a0VRg000002Nom9MAC,RV-869,200327
a0VRg000002NosbMAC,RV-870,34375.22
a0VRg000002NoxRMAS,RV-871,64967
a0VRg000002NpDZMA0,RV-872,55302
a0VRg000002NprtMAC,RV-873,29402.76
a0VRg000002NpyLMAS,RV-874,28664.16
a0VRg000002NpzyMAC,RV-880,29653
a0VRg000002Nq1ZMAS,RV-875,37000
a0VRg000002Nq3BMAS,RV-876,351633.54
a0VRg000002Nq4nMAC,RV-877,59305
a0VRg000002Nq81MAC,RV-878,29626.54
a0VRg000002Nq9dMAC,RV-879,29653
a0VRg000002NqBFMA0,RV-881,29653
a0VRg000002NqCrMAK,RV-882,29653
a0VRg000002NqETMA0,RV-883,29653
a0VRg000002NqG5MAK,RV-884,29653
a0VRg000002NqHhMAK,RV-885,29653
a0VRg000002NqKvMAK,RV-886,29653
a0VRg000002NqMXMA0,RV-887,29652.58
a0VRg000002Nr0rMAC,RV-888,416938.37
a0VRg000002NrC9MAK,RV-889,193788
a0VRg000002NrLpMAK,RV-890,50000
a0VRg000002NrNRMA0,RV-891,5300000
a0VRg000002NrQfMAK,RV-892,630000
a0VRg000002NrSHMA0,RV-893,725000
a0VRg000002NrX7MAK,RV-894,8000000
a0VRg000002NrYjMAK,RV-895,4877500
a0VRg000002NrorMAC,RV-896,22048.24
a0VRg000002OEIPMA4,RV-897,40350.6
a0VRg000002OELdMAO,RV-898,93001.5
a0VRg000002OEQUMA4,RV-901,109290
a0VRg000002OEdNMAW,RV-899,633162.59
a0VRg000002OEv7MAG,RV-900,358070
a0VRg000002OGAXMA4,RV-902,261700
a0VRg000002OIqfMAG,RV-903,50000
a0VRg000002OIsHMAW,RV-904,6496030
a0VRg000002OIttMAG,RV-905,2726200
a0VRg000002OJwPMAW,RV-906,950000
a0VRg000002OhSTMA0,RV-907,31051
a0VRg000002OhU5MAK,RV-908,28660
a0VRg000002OjdyMAC,RV-919,26835
a0VRg000002OmnEMAS,RV-911,56670
a0VRg000002OnWKMA0,RV-917,26835
a0VRg000002OoCKMA0,RV-910,97174
a0VRg000002Op1uMAC,RV-915,26835
a0VRg000002OpMpMAK,RV-913,26835
a0VRg000002OpV3MAK,RV-918,26835
a0VRg000002Oq7cMAC,RV-916,26835
a0VRg000002OqadMAC,RV-921,26835
a0VRg000002OrV3MAK,RV-909,37000
a0VRg000002OrYIMA0,RV-922,26835
a0VRg000002OrZtMAK,RV-912,26835
a0VRg000002OrbVMAS,RV-914,80505
a0VRg000002Ord7MAC,RV-920,26835
a0VRg000002OrejMAC,RV-923,26835
a0VRg000002PCrFMAW,RV-924,2282500
a0VRg000002PCsrMAG,RV-925,2267500
a0VRg000002PCzKMAW,RV-929,1000000
a0VRg000002PDPCMA4,RV-932,4329000
a0VRg000002PDSMMA4,RV-935,7066650
a0VRg000002PDc1MAG,RV-926,37000
a0VRg000002PDpWMAW,RV-928,2077500
a0VRg000002PDs9MAG,RV-927,4952150
a0VRg000002PEEjMAO,RV-930,200000
a0VRg000002PEjNMAW,RV-931,908950
a0VRg000002PEmbMAG,RV-933,5884550
a0VRg000002PEppMAG,RV-934,452900
a0VRg000002PF7ZMAW,RV-936,4882293
a0VRg000002PF9BMAW,RV-937,2077500
a0VRg000002PIAHMA4,RV-938,367000
a0VRg000002PIBtMAO,RV-939,3708820
a0VRg000002PIDVMA4,RV-940,818314
a0VRg000002PIGjMAO,RV-941,2037910
a0VRg000002PIgXMAW,RV-942,200000
a0VRg000002PIwfMAG,RV-943,5357757
a0VRg000002PIztMAG,RV-944,2314000
a0VRg000002PJ1VMAW,RV-945,2314052
a0VRg000002PJ7xMAG,RV-946,37000
a0VRg000002PJW9MAO,RV-947,113448.73
a0VRg000002PJXlMAO,RV-948,81280
a0VRg000002PJZNMA4,RV-949,3150
a0VRg000002PJazMAG,RV-950,76041
a0VRg000002PJhRMAW,RV-951,44037
a0VRg000002PJj3MAG,RV-952,50000
a0VRg000002PcVZMA0,RV-953,77189.27
a0VRg000002PcYnMAK,RV-954,394500
a0VRg000002Pcc1MAC,RV-955,36216.72
a0VRg000002PhLZMA0,RV-956,36500
a0VRg000002PhjlMAC,RV-957,130049
a0VRg000002PhtRMAS,RV-958,37000
a0VRg000002PhwfMAC,RV-959,481965.86
a0VRg000002Pi1VMAS,RV-960,155802
a0VRg000002PiEQMA0,RV-964,721
a0VRg000002PiSvMAK,RV-961,37990
a0VRg000002PiW9MAK,RV-962,163274
a0VRg000002Q04rMAC,RV-965,149346.12
a0VRg000002Q09hMAC,RV-966,36554.79
a0VRg000002Q2mbMAC,RV-967,36150
a0VRg000002Q2ppMAC,RV-968,286962.72
a0VRg000002Q2rRMAS,RV-969,139160
a0VRg000002Q2t3MAC,RV-970,75841
a0VRg000002Q2ufMAC,RV-971,287953
a0VRg000002QK1xMAG,RV-972,4910000
a0VRg000002QK5BMAW,RV-973,36500
a0VRg000002QKLJMA4,RV-974,1023380.74
a0VRg000002QKYDMA4,RV-975,29129.28
a0VRg000002QL7hMAG,RV-976,103425
a0VRg000002QM0XMAW,RV-977,200000
a0VRg000002QM5NMAW,RV-978,4335000
a0VRg000002QM6zMAG,RV-979,200000
a0VRg000002QMADMA4,RV-980,4365000
a0VRg000002QMGfMAO,RV-981,5802000
a0VRg000002QN1RMAW,RV-982,2417500
a0VRg000002QN33MAG,RV-983,2417500
a0VRg000002QN7tMAG,RV-984,1000000
a0VRg000002QN9VMAW,RV-985,3717000
a0VRg000002QNFxMAO,RV-986,100000
a0VRg000002QNHZMA4,RV-987,100000
a0VRg000002QNJBMA4,RV-988,2000000
a0VRg000002QNKnMAO,RV-989,6894150
a0VRg000002QNMPMA4,RV-990,2250000
a0VRg000002QNPdMAO,RV-991,7500000
a0VRg000002QNRFMA4,RV-992,3883350
a0VRg000002QWzBMAW,RV-993,2726200
a0VRg000002QX0nMAG,RV-994,998750
a0VRg000002QX41MAG,RV-995,4941000
a0VRg000002QZfJMAW,RV-996,26187
a0VRg000002QZgvMAG,RV-997,31093
a0VRg000002QZk9MAG,RV-998,30159
a0VRg000002QZllMAG,RV-999,29060
a0VRg000002QZozMAG,RV-1000,45000
a0VRg000002R4uPMAS,RV-1001,109250
a0VRg000002R4xdMAC,RV-1002,169390
a0VRg000002R5wvMAC,RV-1003,35316.73
a0VRg000002R61lMAC,RV-1004,103134.26
a0VRg000002R63NMAS,RV-1005,29652.58
a0VRg000002R66dMAC,RV-1026,300000
a0VRg000002R6L7MAK,RV-1006,7108.44
a0VRg000002R797MAC,RV-1007,58950.44
a0VRg000002R7AjMAK,RV-1008,97650.77
a0VRg000002R7AkMAK,RV-1012,27900
a0VRg000002R7CLMA0,RV-1009,97650.77
a0VRg000002R7DxMAK,RV-1010,27900
a0VRg000002R7HBMA0,RV-1011,27900
a0VRg000002R7KPMA0,RV-1013,27900.22
a0VRg000002R7M1MAK,RV-1014,27900
a0VRg000002R7NdMAK,RV-1015,27900
a0VRg000002R7PFMA0,RV-1016,27900
a0VRg000002R7QrMAK,RV-1017,27900
a0VRg000002R7STMA0,RV-1018,27900
a0VRg000002R7U5MAK,RV-1019,27900
a0VRg000002R7XJMA0,RV-1020,27900
a0VRg000002R7YvMAK,RV-1021,27900
a0VRg000002R7c9MAC,RV-1022,1100100
a0VRg000002R8DKMA0,RV-1025,94545.84
a0VRg000002REk5MAG,RV-1023,37000
a0VRg000002RElhMAG,RV-1024,876958.48
a0VRg000002REtlMAG,RV-1027,70000
a0VRg000002RFHxMAO,RV-1028,100000
a0VRg000002RFY5MAO,RV-1029,927301
a0VRg000002RGYzMAO,RV-1030,40000
a0VRg000002RdqYMAS,RV-1034,29253.31
a0VRg000002Re8HMAS,RV-1031,87667
a0VRg000002ReD7MAK,RV-1032,39143.37
a0VRg000002ReTFMA0,RV-1033,219180
a0VRg000002Ret3MAC,RV-1035,25901
a0VRg000002RgGXMA0,RV-1036,200000
a0VRg000002RgI9MAK,RV-1037,5407600
a0VRg000002RgJlMAK,RV-1038,3150
a0VRg000002RgLOMA0,RV-1040,2336500
a0VRg000002RgMzMAK,RV-1039,2336500
a0VRg000002SE6vMAG,RV-1041,86342.36
a0VRg000002SEQHMA4,RV-1042,81770
a0VRg000002SEYLMA4,RV-1043,130000
a0VRg000002Sz94MAC,RV-1044,89600
a0VRg000002TQcIMAW,RV-1051,136866.69
a0VRg000002TRJpMAO,RV-1045,66462
a0VRg000002TRLRMA4,RV-1046,64856.62
a0VRg000002TRlGMAW,RV-1048,31000
a0VRg000002TRoUMAW,RV-1047,146120
a0VRg000002TSW1MAO,RV-1049,37000
a0VRg000002TSarMAG,RV-1050,297291.74
a0VRg000002TSvpMAG,RV-1052,334291.75
a0VRg000002TSxRMAW,RV-1053,200574
a0VRg000002TSz3MAG,RV-1054,66858
a0VRg000002TT0fMAG,RV-1055,66858
a0VRg000002TT3tMAG,RV-1056,66858
a0VRg000002TT5VMAW,RV-1057,66858
a0VRg000002TT77MAG,RV-1058,66858
a0VRg000002TT8jMAG,RV-1059,66858
a0VRg000002TTBxMAO,RV-1060,66858
a0VRg000002TTDZMA4,RV-1061,66858.34
a0VRg000002TTFBMA4,RV-1062,66858.34
a0VRg000002TbHZMA0,RV-1063,1252758
a0VRg000002U0PdMAK,RV-1064,28972
a0VRg000002U1FFMA0,RV-1065,89298.8
a0VRg000002U1LhMAK,RV-1066,250
a0VRg000002VqE5MAK,RV-1067,3526.58
a0VRg000002VqQzMAK,RV-1068,92451
a0VRg000002Vr25MAC,RV-1069,21523.2
a0VRg000002Vr5JMAS,RV-1070,29802
a0VRg000002VrQHMA0,RV-1071,36865
a0VRg000002VrQIMA0,RV-1074,122196
a0VRg000002VrZxMAK,RV-1072,485621.06
a0VRg000002VrlFMAS,RV-1073,30620
a0VRg000002Vrq5MAC,RV-1075,122196
a0VRg000002VrzlMAC,RV-1076,33950
a0VRg000002Vs2zMAC,RV-1077,110647.84
a0VRg000002Vs4bMAC,RV-1078,61029.14
a0VRg000002Vs6DMAS,RV-1079,15000
a0VRg000002Vs7pMAC,RV-1080,245456
a0VRg000002VsB3MAK,RV-1081,28890
a0VRg000002VsCfMAK,RV-1082,28890
a0VRg000002VsarMAC,RV-1083,37000
a0VRg000002VtBxMAK,RV-1084,28940
a0VRg000002VtDaMAK,RV-1094,50000
a0VRg000002VtFBMA0,RV-1085,40000
a0VRg000002VtGnMAK,RV-1086,10000
a0VRg000002VtIPMA0,RV-1087,25000
a0VRg000002VtLdMAK,RV-1088,28840
a0VRg000002VtNFMA0,RV-1089,28890
a0VRg000002VtNGMA0,RV-1091,1099507
a0VRg000002VtWvMAK,RV-1090,37000
a0VRg000002VtblMAC,RV-1092,808516
a0VRg000002VtdNMAS,RV-1093,50000
a0VRg000002VtgbMAC,RV-1095,36540
a0VRg000002VtiDMAS,RV-1096,57766
a0VRg000002Vtn3MAC,RV-1097,27308
a0VRg000002VtofMAC,RV-1098,132282
a0VRg000002VuCrMAK,RV-1099,24060000
a0VRg000002VuETMA0,RV-1100,485350
a0VRg000002WKX7MAO,RV-1101,29802.46
a0VRg000002WKYjMAO,RV-1102,31465
a0VRg000002WKdZMAW,RV-1103,46824
a0VRg000002WKgnMAG,RV-1104,268416
a0VRg000002WKk1MAG,RV-1105,53625.51
a0VRg000002WQB7MAO,RV-1106,363500
a0VRg000002WQSrMAO,RV-1107,175341
a0VRg000002WlInMAK,RV-1108,490.8
a0VRg000002WnMDMA0,RV-1109,34375.22
a0VRg000002WnR3MAK,RV-1110,171205.9
a0VRg000002WvQFMA0,RV-1127,50000
a0VRg000002Wwe1MAC,RV-1111,55000
a0VRg000002WwniMAC,RV-1114,295870
a0VRg000002WwqvMAC,RV-1112,68898.92
a0VRg000002WwsXMAS,RV-1113,109372
a0VRg000002Wx0bMAC,RV-1115,32874
a0VRg000002Wx0cMAC,RV-1122,32874
a0VRg000002Wx2DMAS,RV-1116,36000
a0VRg000002Wx8fMAC,RV-1117,36000
a0VRg000002WxGjMAK,RV-1118,36000
a0VRg000002WxJxMAK,RV-1119,32874
a0VRg000002WxNBMA0,RV-1120,32874
a0VRg000002WxQPMA0,RV-1121,23496
a0VRg000002WxQQMA0,RV-1124,32874
a0VRg000002WxVFMA0,RV-1123,32874
a0VRg000002WxWrMAK,RV-1125,32874
a0VRg000002WxYTMA0,RV-1126,32874
a0VRg000002XJCPMA4,RV-1128,37372.65
a0VRg000002XJE1MAO,RV-1129,257940.82
a0VRg000002XJYzMAO,RV-1130,87271.21
a0VRg000002XJdpMAG,RV-1131,99984.25
a0VRg000002XNPhMAO,RV-1132,55000
a0VRg000002XlWrMAK,RV-1133,44534
a0VRg000002YBeDMAW,RV-1134,2327961.3
a0VRg000002YBmHMAW,RV-1135,66948
a0VRg000002YZztMAG,RV-1136,1422222
a0VRg000002YvVlMAK,RV-1137,89961
a0VRg000002Z0qPMAS,RV-1138,37000
a0VRg000002Z0s1MAC,RV-1139,301033.41
a0VRg000002Z0teMAC,RV-1144,36400
a0VRg000002Z0vFMAS,RV-1140,36400
a0VRg000002Z0wrMAC,RV-1141,36400
a0VRg000002Z0yTMAS,RV-1142,31000
a0VRg000002Z105MAC,RV-1143,35735.01
a0VRg000002Z11iMAC,RV-1145,40400
a0VRg000002Z13JMAS,RV-1146,37600
a0VRg000002Z1JRMA0,RV-1148,36500
a0VRg000002Z1L3MAK,RV-1149,35600
a0VRg000002ZMcPMAW,RV-1150,36460
a0VRg000002ZMkTMAW,RV-1151,69173.94
a0VRg000002ZMnhMAG,RV-1152,253027
a0VRg000002ZO7xMAG,RV-1153,9970
a0VRg000002ZO9ZMAW,RV-1154,26970
a0VRg000002ZY2TMAW,RV-1155,37000
a0VRg000002ZY5hMAG,RV-1156,156531.05
a0VRg000002ZYNRMA4,RV-1157,138814
a0VRg000002ZYP3MAO,RV-1158,27324.44
a0VRg000002ZYQfMAO,RV-1159,27324.44
a0VRg000002ZYVVMA4,RV-1160,27324.44
a0VRg000002ZYYjMAO,RV-1161,27324.44
a0VRg000002ZYaLMAW,RV-1162,27324.44
a0VRg000002ZYdZMAW,RV-1163,27324.44
a0VRg000002ZYfBMAW,RV-1164,27324.44
a0VRg000002ZYgnMAG,RV-1165,27324.44
a0VRg000002ZqDtMAK,RV-1166,4475500
a0VRg000002ZqIkMAK,RV-1171,27287.04
a0VRg000002ZqKLMA0,RV-1167,29115.9
a0VRg000002ZqLxMAK,RV-1168,27287.04
a0VRg000002ZqPBMA0,RV-1169,27287.04
a0VRg000002ZqQnMAK,RV-1170,27287.04
a0VRg000002ZqVdMAK,RV-1172,27287.04
a0VRg000002ZqdhMAC,RV-1173,21661.5
a0VRg000002ZqfJMAS,RV-1174,407787.5
a0VRg000002ZrEnMAK,RV-1175,30000
a0VRg000002ZrGPMA0,RV-1176,535013
a0VRg000002ZrJdMAK,RV-1177,59652
a0VRg000002ZrLFMA0,RV-1178,37000
a0VRg000002ZrY9MAK,RV-1179,113004
a0VRg000002ZrhqMAC,RV-1180,37000
a0VRg000002ZsArMAK,RV-1181,512918
a0VRg000002ZsE5MAK,RV-1182,58142
a0VRg000002ZsFhMAK,RV-1183,27496
a0VRg000002ZsHJMA0,RV-1184,109983.6
a0VRg000002aBBtMAM,RV-1185,44285
a0VRg000002aBDVMA2,RV-1186,44285
a0VRg000002aC4jMAE,RV-1187,110000
a0VRg000002aCHlMAM,RV-1188,36970
