Id,Invoice_Number__c,Paid_Amount__c,Status__c
a0xRg00000AiLNyIAN,INV-TRD-273,47523.62,Fully Paid
a0xRg00000AiLPZIA3,INV-TRD-272,47523.62,Fully Paid
a0xRg00000AiLRBIA3,INV-TRD-274,47523.62,Fully Paid
a0xRg00000AiLkYIAV,INV-TRD-282,45263.02,Fully Paid
a0xRg00000AiLuDIAV,INV-TRD-276,93676.04,Fully Paid
a0xRg00000AiLvpIAF,INV-TRD-277,678945.3,Fully Paid
a0xRg00000AiLxRIAV,INV-TRD-278,45263.02,Fully Paid
a0xRg00000AiLz3IAF,INV-TRD-279,45263.02,Fully Paid
a0xRg00000AiM0fIAF,INV-TRD-280,45263.02,Fully Paid
a0xRg00000AiM2HIAV,INV-TRD-281,45263.02,Fully Paid
a0xRg00000AiM5VIAV,INV-TRD-283,45263.02,Fully Paid
a0xRg00000AiM77IAF,INV-TRD-284,45263.02,Fully Paid
a0xRg00000AiMALIA3,INV-TRD-285,45263.02,Fully Paid
a0xRg00000AiMDZIA3,INV-TRD-286,45263.02,Fully Paid
a0xRg00000AidRKIAZ,INV-BTL-16,2524000,Fully Paid
a0xRg00000AidUXIAZ,INV-TRD-287,45263.02,Fully Paid
a0xRg00000Aie7GIAR,INV-TRD2-107,95979,Fully Paid
a0xRg00000Aie8sIAB,INV-TRD-294,27900,Partially Paid
a0xRg00000AifUkIAJ,INV-TRD-295,27900,Partially Paid
a0xRg00000AifzNIAR,INV-TRD-288,198451.54,Fully Paid
a0xRg00000Aig0zIAB,INV-TRD-289,195301.54,Fully Paid
a0xRg00000Aig2bIAB,INV-TRD-290,27900,Partially Paid
a0xRg00000Aig7RIAR,INV-TRD-291,27900,Partially Paid
a0xRg00000Aig93IAB,INV-TRD-292,27900,Partially Paid
a0xRg00000AigAfIAJ,INV-TRD-293,27900.22,Fully Paid
a0xRg00000AigCHIAZ,INV-TRD-296,27900,Partially Paid
a0xRg00000AigDtIAJ,INV-TRD-297,27900,Partially Paid
a0xRg00000AigFVIAZ,INV-TRD-298,27900,Partially Paid
a0xRg00000AigH7IAJ,INV-TRD-299,27900,Partially Paid
a0xRg00000AigKLIAZ,INV-TRD-300,27900,Partially Paid
a0xRg00000AigLxIAJ,INV-TRD-301,27900,Partially Paid
a0xRg00000AigsDIAR,INV-TRD2-108,555503.01,Fully Paid
a0xRg00000AigygIAB,INV-TRD2-109,108910.6,Fully Paid
a0xRg00000Aih57IAB,INV-TRD2-110,108910.6,Fully Paid
a0xRg00000AiivdIAB,INV-TRD-302,213223.22,Fully Paid
a0xRg00000AiiysIAB,INV-TRD-303,240083.68,Fully Paid
a0xRg00000Aij3hIAB,INV-TRD-304,30010.46,Fully Paid
a0xRg00000Aij8XIAR,INV-TRD-305,30010.46,Fully Paid
a0xRg00000AijJqIAJ,INV-TRD-311,4383.38,Partially Paid
a0xRg00000AijN4IAJ,INV-TRD2-112,,Cancelled
a0xRg00000AikRCIAZ,INV-TRD-312,,Pending
a0xRg00000AilFCIAZ,INV-TRD-315,,Pending
a0xRg00000AilFDIAZ,INV-TRD-318,26579.36,Fully Paid
a0xRg00000AilYXIAZ,INV-TRD2-111,17000,Cancelled
a0xRg00000AimUcIAJ,INV-TRD-306,189205.52,Fully Paid
a0xRg00000AinH0IAJ,INV-TRD-316,398690.4,Fully Paid
a0xRg00000Aio3OIAR,INV-TRD-310,,Pending
a0xRg00000AiplpIAB,INV-TRD-307,22560,Partially Paid
a0xRg00000AipqfIAB,INV-TRD-308,,Pending
a0xRg00000AipvVIAR,INV-TRD-309,,Pending
a0xRg00000AiqErIAJ,INV-TRD-313,,Pending
a0xRg00000AiqI5IAJ,INV-TRD-314,,Pending
a0xRg00000Air9KIAR,INV-TRD-319,26579.36,Fully Paid
a0xRg00000AisQLIAZ,INV-TRD-317,26579.36,Fully Paid
a0xRg00000AisYPIAZ,INV-TRD-320,26579.36,Fully Paid
a0xRg00000AismvIAB,INV-TRD2-113,84957.6,Fully Paid
a0xRg00000AkZzVIAV,INV-TRD-321,238611.94,Fully Paid
a0xRg00000Aka17IAB,INV-TRD-322,168189.06,Fully Paid
a0xRg00000Aka2jIAB,INV-TRD-323,168187.1,Fully Paid
a0xRg00000Aka4LIAR,INV-TRD-324,33637.42,Fully Paid
a0xRg00000Aka5xIAB,INV-TRD-325,33637.42,Fully Paid
a0xRg00000Aka7ZIAR,INV-TRD-326,33637.42,Fully Paid
a0xRg00000Aka9BIAR,INV-TRD-327,33637.42,Fully Paid
a0xRg00000AkaAnIAJ,INV-TRD-328,33637.42,Fully Paid
a0xRg00000AkaCPIAZ,INV-TRD-329,33637.42,Fully Paid
a0xRg00000AkaFdIAJ,INV-TRD-330,33637.42,Fully Paid
a0xRg00000AkaSYIAZ,INV-TRD-333,30456,Partially Paid
a0xRg00000AkaigIAB,INV-TRD-332,274105,Partially Paid
a0xRg00000AkbWgIAJ,INV-TRD-335,30456,Partially Paid
a0xRg00000AkbZwIAJ,INV-TRD-337,60912,Partially Paid
a0xRg00000AkbgLIAR,INV-TRD-331,216343.12,Fully Paid
a0xRg00000AkbmpIAB,INV-TRD-340,30456,Partially Paid
a0xRg00000AkboPIAR,INV-TRD-334,30456.16,Fully Paid
a0xRg00000Akbq1IAB,INV-TRD-336,30456,Partially Paid
a0xRg00000AkbrdIAB,INV-TRD-338,30456,Partially Paid
a0xRg00000AkbtFIAR,INV-TRD-339,30856,Fully Paid
a0xRg00000AkbwTIAR,INV-TRD-341,30456,Partially Paid
a0xRg00000Akc4XIAR,INV-TRD-342,207175,Fully Paid
a0xRg00000Akc69IAB,INV-TRD-343,145731.6,Fully Paid
a0xRg00000AkcAzIAJ,INV-TRD-344,116585.28,Fully Paid
a0xRg00000AkcHRIAZ,INV-TRD-345,87438.96,Fully Paid
a0xRg00000AkcKfIAJ,INV-TRD-346,87438.96,Fully Paid
a0xRg00000AkcNtIAJ,INV-TRD-347,29146.32,Fully Paid
a0xRg00000AkcR7IAJ,INV-TRD-348,29146.32,Fully Paid
a0xRg00000AkcSjIAJ,INV-TRD-349,29146.32,Fully Paid
a0xRg00000AkcVxIAJ,INV-TRD-350,29146.32,Fully Paid
a0xRg00000AkdDWIAZ,INV-TRD-357,31460.22,Fully Paid
a0xRg00000AkdJxIAJ,INV-TRD2-114,147386.4,Fully Paid
a0xRg00000Akda6IAB,INV-TRD-351,223371.54,Fully Paid
a0xRg00000AkdevIAB,INV-TRD-352,157301.1,Fully Paid
a0xRg00000AkdgXIAR,INV-TRD-353,157301.1,Fully Paid
a0xRg00000Akdi9IAB,INV-TRD-354,157301.1,Fully Paid
a0xRg00000AkdjlIAB,INV-TRD-355,31460.22,Fully Paid
a0xRg00000AkdlNIAR,INV-TRD-356,31460.22,Fully Paid
a0xRg00000AkdmzIAB,INV-TRD-358,31460.22,Fully Paid
a0xRg00000AkdqDIAR,INV-TRD-359,31460.22,Fully Paid
a0xRg00000AkdrpIAB,INV-TRD-360,31460.22,Fully Paid
a0xRg00000AkeJGIAZ,INV-BTL-19,4334500,Fully Paid
a0xRg00000AkfnBIAR,INV-BTL-17,4475500,Fully Paid
a0xRg00000AkghdIAB,INV-BTL-18,4334500,Partially Paid
a0xRg00000AkhqbIAB,INV-BTL-20,13114499.96,Partially Paid
a0xRg00000AkkTWIAZ,INV-BTL-21,4910000,Fully Paid
a0xRg00000AknPnIAJ,INV-BTL-22,3150,Fully Paid
a0xRg00000AkrQAIAZ,INV-BTL-24,4265500,Fully Paid
a0xRg00000AksVtIAJ,INV-BTL-23,4265500,Fully Paid
a0xRg00000AmpfCIAR,INV-TRD2-117,88448,Partially Paid
a0xRg00000AmqhiIAB,INV-TRD2-115,92578.2,Fully Paid
a0xRg00000AmuF5IAJ,INV-TRD-364,79031.04,Fully Paid
a0xRg00000AmulJIAR,INV-TRD2-116,89557,Fully Paid
a0xRg00000AmuuzIAB,INV-TRD2-118,88695.8,Fully Paid
a0xRg00000AmvKnIAJ,INV-TRD2-119,87597.2,Partially Paid
a0xRg00000Amwn9IAB,INV-TRD-363,131718.4,Fully Paid
a0xRg00000An2MJIAZ,INV-TRD-361,187555.76,Fully Paid
a0xRg00000An2MKIAZ,INV-TRD-365,26343.68,Fully Paid
a0xRg00000An3rpIAB,INV-TRD-362,263436.8,Fully Paid
a0xRg00000AopfuIAB,INV-TRD-371,31000,Fully Paid
a0xRg00000AorbGIAR,INV-TRD-369,154999.15,Fully Paid
a0xRg00000Aorg6IAB,INV-TRD-379,28451.48,Fully Paid
a0xRg00000AoskDIAR,INV-TRD-366,220148.81,Fully Paid
a0xRg00000AoslpIAB,INV-TRD-367,155000,Fully Paid
a0xRg00000AosnRIAR,INV-TRD-368,155000,Fully Paid
a0xRg00000Aosp3IAB,INV-TRD-370,31000,Fully Paid
a0xRg00000AosqfIAB,INV-TRD-372,31000,Fully Paid
a0xRg00000Aosx7IAB,INV-TRD2-120,440683,Fully Paid
a0xRg00000Aot5BIAR,INV-TRD-373,856694.44,Fully Paid
a0xRg00000Aot8PIAR,INV-TRD-374,199160.36,Fully Paid
a0xRg00000AotA1IAJ,INV-TRD-375,170709,Fully Paid
a0xRg00000AotBdIAJ,INV-TRD-376,28451.48,Fully Paid
a0xRg00000AotDFIAZ,INV-TRD-377,28451.48,Fully Paid
a0xRg00000AotErIAJ,INV-TRD-378,28451.48,Fully Paid
a0xRg00000AotI5IAJ,INV-TRD-380,28451.48,Fully Paid
a0xRg00000AotJhIAJ,INV-TRD-381,28451.48,Fully Paid
a0xRg00000AotQ9IAJ,INV-TRD-382,221542.86,Fully Paid
a0xRg00000AotRlIAJ,INV-TRD-383,155994.9,Fully Paid
a0xRg00000AotTNIAZ,INV-TRD-384,155994.9,Fully Paid
a0xRg00000AotWbIAJ,INV-TRD-385,138998.9,Partially Paid
a0xRg00000AoyBJIAZ,INV-TRD2-121,169878.19,Partially Paid
a0xRg00000AoyODIAZ,INV-TRD2-122,37464.84,Fully Paid
a0xRg00000AqtvVIAR,INV-TRD-386,471226.98,Fully Paid
a0xRg00000Aqu1xIAB,INV-TRD-387,334340.7,Fully Paid
a0xRg00000Aqu3ZIAR,INV-TRD-388,133736.28,Fully Paid
a0xRg00000AqwDRIAZ,INV-TRD2-123,85797,Fully Paid
a0xRg00000AqwGfIAJ,INV-TRD2-124,85631,Fully Paid
a0xRg00000Ar1BVIAZ,INV-BTL-25,23793150,Fully Paid
a0xRg00000Ar217IAB,INV-TRD-389,29235.07,Partially Paid
a0xRg00000Ar2IrIAJ,INV-TRD-390,49655.85,Fully Paid
a0xRg00000ArmK6IAJ,INV-TRD2-125,1271845.48,Partially Paid
a0xRg00000AslDtIAJ,INV-TRD2-126,81815.5,Fully Paid
a0xRg00000AslH7IAJ,INV-TRD2-127,119803.32,Fully Paid
a0xRg00000AslIjIAJ,INV-TRD2-128,83323.8,Fully Paid
a0xRg00000AthzRIAR,INV-TRD2-129,103384.44,Partially Paid
a0xRg00000Ati5tIAB,INV-TRD-391,243776.54,Fully Paid
a0xRg00000AtiCLIAZ,INV-TRD-392,343752.2,Fully Paid
a0xRg00000AtiKPIAZ,INV-TRD-393,51562.83,Fully Paid
a0xRg00000AtiU5IAJ,INV-TRD-394,51562.83,Fully Paid
a0xRg00000AtiXJIAZ,INV-TRD-395,51562.83,Fully Paid
a0xRg00000AtiaXIAR,INV-TRD-396,51562,Partially Paid
a0xRg00000AtjTNIAZ,INV-TRD-397,27650.98,Fully Paid
a0xRg00000Atk4UIAR,INV-TRD-398,,Pending
a0xRg00000AtkPRIAZ,INV-TRD-399,25901,Partially Paid
a0xRg00000AtkR3IAJ,INV-TRD-400,44727.9,Fully Paid
a0xRg00000AtkSfIAJ,INV-TRD-401,29060,Fully Paid
a0xRg00000AtkUHIAZ,INV-TRD-402,32874,Partially Paid
a0xRg00000AtkXVIAZ,INV-TRD-403,27519.1,Partially Paid
a0xRg00000AtkajIAB,INV-TRD-404,27651.02,Fully Paid
a0xRg00000AtkcLIAR,INV-TRD-405,27307.98,Fully Paid
a0xRg00000AtkhCIAR,INV-TRD-406,400000,Fully Paid
a0xRg00000AtkinIAB,INV-TRD2-130,201530,Partially Paid
a0xRg00000AtksTIAR,INV-TRD-407,60000,Fully Paid
a0xRg00000Atku5IAB,INV-TRD-408,60000,Fully Paid
a0xRg00000AtkvhIAB,INV-TRD-409,60000,Fully Paid
a0xRg00000AtkyvIAB,INV-TRD-410,60000,Fully Paid
a0xRg00000Atl8bIAB,INV-TRD-411,203769.72,Fully Paid
a0xRg00000AtlADIAZ,INV-TRD-412,257939.64,Fully Paid
a0xRg00000AtlBpIAJ,INV-TRD-413,171959.76,Fully Paid
a0xRg00000AtlF3IAJ,INV-TRD-414,28288.85,Partially Paid
a0xRg00000AtlGfIAJ,INV-TRD-415,28630.16,Partially Paid
a0xRg00000AtlIHIAZ,INV-TRD-416,28660,Fully Paid
a0xRg00000AtlLVIAZ,INV-TRD-417,28660,Fully Paid
a0xRg00000AtlRyIAJ,INV-TRD-421,860442.8,Fully Paid
a0xRg00000AtlbdIAB,INV-TRD-418,44285.04,Fully Paid
a0xRg00000AtljhIAB,INV-TRD-419,212550,Fully Paid
a0xRg00000Atm33IAB,INV-TRD-422,221450.74,Fully Paid
a0xRg00000Atm4fIAB,INV-TRD-423,31185.82,Fully Paid
a0xRg00000AtmKnIAJ,INV-TRD-424,202019.86,Fully Paid
a0xRg00000AtmnpIAB,INV-TRD-425,197285.76,Fully Paid
a0xRg00000AtmpSIAR,INV-TRD-428,27389.66,Fully Paid
a0xRg00000AtmsfIAB,INV-TRD-426,27733.68,Fully Paid
a0xRg00000Atmz7IAB,INV-TRD-427,194877.62,Fully Paid
a0xRg00000AtnC1IAJ,INV-TRD-429,410000,Fully Paid
a0xRg00000AtnGrIAJ,INV-TRD-430,33738.02,Fully Paid
a0xRg00000Atnn8IAB,INV-TRD-436,669489.2,Fully Paid
a0xRg00000AtntZIAR,INV-TRD-431,317181.76,Fully Paid
a0xRg00000Ato02IAB,INV-TRD-432,28972,Partially Paid
a0xRg00000Ato85IAB,INV-TRD-433,234877.3,Fully Paid
a0xRg00000AtoG9IAJ,INV-TRD-434,31000,Fully Paid
a0xRg00000AtoJOIAZ,INV-TRD-437,200846.76,Fully Paid
a0xRg00000AtoT3IAJ,INV-TRD-435,471792.44,Fully Paid
a0xRg00000AtocjIAB,INV-TRD-438,66948.92,Fully Paid
a0xRg00000AtofxIAB,INV-TRD-439,66948.92,Fully Paid
a0xRg00000AtoknIAB,INV-TRD-440,66948.92,Fully Paid
a0xRg00000AtouTIAR,INV-TRD-441,67941.28,Fully Paid
a0xRg00000AtpLvIAJ,INV-TRD2-131,910303,Fully Paid
a0xRg00000AtptnIAB,INV-TRD-442,199661,Cancelled
a0xRg00000AttUMIAZ,INV-TRD2-133,84992.8,Fully Paid
a0xRg00000Atv1WIAR,INV-TRD2-132,99145.2,Partially Paid
a0xRg00000AtwFMIAZ,INV-TRD-444,27843.96,Fully Paid
a0xRg00000AtwTrIAJ,INV-TRD-446,883406.93,Partially Paid
a0xRg00000Atz0JIAR,INV-TRD-445,195639.92,Fully Paid
a0xRg00000Au1N4IAJ,INV-TRD-443,198133.35,Fully Paid
a0xRg00000Au3tWIAR,INV-BTL-29,2091500,Fully Paid
a0xRg00000Au6D3IAJ,INV-BTL-26,2091500,Fully Paid
a0xRg00000Au6PxIAJ,INV-BTL-27,839720,Partially Paid
a0xRg00000Au6WPIAZ,INV-BTL-28,4183000,Fully Paid
a0xRg00000AvwRJIAZ,INV-BTL-30,425000,Cancelled
a0xRg00000AvxYfIAJ,INV-TRD-447,186455.92,Fully Paid
a0xRg00000AvxdVIAR,INV-TRD-448,130932.8,Fully Paid
a0xRg00000AvxqPIAR,INV-TRD-449,130935.65,Fully Paid
a0xRg00000AvxwsIAB,INV-TRD-452,26187,Fully Paid
a0xRg00000Avy05IAB,INV-TRD-450,130935,Fully Paid
a0xRg00000Avy1hIAB,INV-TRD-451,52374,Fully Paid
a0xRg00000Avy4vIAB,INV-TRD-453,26187,Fully Paid
a0xRg00000Aw1FlIAJ,INV-TRD-471,196592.76,Fully Paid
a0xRg00000Aw1VpIAJ,INV-TRD-454,3150,Cancelled
a0xRg00000Aw1lxIAB,INV-TRD-455,370798.22,Cancelled
a0xRg00000Aw1vdIAB,INV-TRD-456,85568.82,Cancelled
a0xRg00000Aw1xFIAR,INV-TRD-457,28522.94,Cancelled
a0xRg00000Aw1yrIAB,INV-TRD-458,28522.94,Cancelled
a0xRg00000Aw28XIAR,INV-TRD-459,28522.94,Cancelled
a0xRg00000Aw2QIIAZ,INV-TRD-468,28664.16,Fully Paid
a0xRg00000Aw3FtIAJ,INV-TRD-460,315308.7,Cancelled
a0xRg00000Aw6KEIAZ,INV-TRD-466,223403.74,Fully Paid
a0xRg00000Aw73NIAR,INV-TRD-461,29115.9,Fully Paid
a0xRg00000Aw7Y1IAJ,INV-TRD-462,233915,Fully Paid
a0xRg00000Aw7kvIAB,INV-TRD-463,32938.4,Fully Paid
a0xRg00000Aw84HIAR,INV-TRD-464,459393.9,Fully Paid
a0xRg00000Aw8HBIAZ,INV-TRD-465,65177.7,Fully Paid
a0xRg00000Aw8ttIAB,INV-TRD-467,203799.12,Fully Paid
a0xRg00000Aw9DFIAZ,INV-TRD-469,199022.6,Fully Paid
a0xRg00000Aw9RlIAJ,INV-TRD-470,27956.07,Partially Paid
a0xRg00000Aw9zdIAB,INV-TRD-472,27634.68,Fully Paid
a0xRg00000AyJTRIA3,INV-TRD-473,475724.38,Fully Paid
a0xRg00000AyJV3IAN,INV-TRD-474,337553,Partially Paid
a0xRg00000AyJWfIAN,INV-TRD-475,607595.58,Fully Paid
a0xRg00000AyJYHIA3,INV-TRD-476,67510.62,Fully Paid
a0xRg00000AyJZtIAN,INV-TRD-477,67510.62,Fully Paid
a0xRg00000AyJbVIAV,INV-TRD-478,67510.62,Fully Paid
a0xRg00000AyJd7IAF,INV-TRD-479,67510.62,Fully Paid
a0xRg00000AyJejIAF,INV-TRD-480,67510.62,Fully Paid
a0xRg00000AyJoPIAV,INV-TRD-481,246506.94,Fully Paid
a0xRg00000AyJq1IAF,INV-TRD-482,164337.96,Fully Paid
a0xRg00000AyJrdIAF,INV-TRD-483,54783.29,Fully Paid
a0xRg00000AyJtFIAV,INV-TRD-484,27389.66,Fully Paid
a0xRg00000AyJy5IAF,INV-TRD-485,54780.68,Fully Paid
a0xRg00000AyK2vIAF,INV-TRD2-134,81460,Fully Paid
a0xRg00000AyKFpIAN,INV-TRD2-135,81710,Fully Paid
a0xRg00000AyKMHIA3,INV-BTL-31,3324650,Fully Paid
a0xRg00000AyKNtIAN,INV-BTL-32,2372500,Fully Paid
a0xRg00000AyKULIA3,INV-BTL-33,2372500,Fully Paid
a0xRg00000AyKXZIA3,INV-BTL-34,2372500,Fully Paid
a0xRg00000AyKsYIAV,INV-BTL-35,3075451,Fully Paid
a0xRg00000AyL8fIAF,INV-BTL-36,2194500,Fully Paid
a0xRg00000AyLDVIA3,INV-BTL-37,2194500,Fully Paid
a0xRg00000AyLlNIAV,INV-BTL-38,11414550,Fully Paid
a0xRg00000AyLqFIAV,INV-TRD-489,47523.62,Fully Paid
a0xRg00000AyMKrIAN,INV-BTL-39,5269950,Fully Paid
a0xRg00000AyMO5IAN,INV-BTL-40,2194500,Fully Paid
a0xRg00000AyMSvIAN,INV-BTL-41,2194500,Fully Paid
a0xRg00000AyMpVIAV,INV-TRD-486,45263.02,Fully Paid
a0xRg00000AyN0nIAF,INV-TRD-487,45263.02,Fully Paid
a0xRg00000AyQ9xIAF,INV-TRD-488,47523.62,Fully Paid
a0xRg00000AyXxqIAF,INV-TRD2-137,103658.1,Fully Paid
a0xRg00000AycUTIAZ,INV-TRD2-136,148271.34,Fully Paid
a0xRg00000B0iE1IAJ,INV-TRD-490,111375.84,Fully Paid
a0xRg00000B0iFdIAJ,INV-TRD-491,473347.32,Fully Paid
a0xRg00000B0iHFIAZ,INV-TRD-492,27843.96,Fully Paid
a0xRg00000B2p0EIAR,INV-TRD-494,171984,Partially Paid
a0xRg00000B2puXIAR,INV-BTL-42,2194500,Fully Paid
a0xRg00000B2pzNIAR,INV-TRD-493,257886.71,Partially Paid
a0xRg00000B2q0zIAB,INV-TRD-495,57328,Partially Paid
a0xRg00000B2q2bIAB,INV-TRD-496,28664.16,Fully Paid
a0xRg00000B32JwIAJ,INV-TRD-498,34375.22,Fully Paid
a0xRg00000B36fFIAR,INV-TRD-497,29802.46,Fully Paid
a0xRg00000B4gK5IAJ,INV-TRD-499,67510.62,Fully Paid
a0xRg00000B4gOvIAJ,INV-TRD-500,468379.9,Cancelled
a0xRg00000B4gQXIAZ,INV-TRD-501,731082,Cancelled
a0xRg00000B4gS9IAJ,INV-TRD-502,199386,Cancelled
a0xRg00000B4gTlIAJ,INV-TRD-503,66462,Cancelled
a0xRg00000B4gVNIAZ,INV-TRD-504,66462,Cancelled
a0xRg00000B4gf3IAB,INV-TRD-505,291160.23,Fully Paid
a0xRg00000B4ggfIAB,INV-TRD-506,145579.9,Fully Paid
a0xRg00000B4giHIAR,INV-TRD-507,29116,Fully Paid
a0xRg00000B4gjtIAB,INV-TRD-508,29116,Fully Paid
a0xRg00000B4glVIAR,INV-TRD-509,29116,Fully Paid
a0xRg00000B4gqLIAR,INV-TRD-510,276348,Fully Paid
a0xRg00000B4grxIAB,INV-TRD-511,138175,Fully Paid
a0xRg00000B4gtZIAR,INV-TRD-512,27635,Fully Paid
a0xRg00000B4gvBIAR,INV-TRD-513,27634.68,Fully Paid
a0xRg00000B4gwnIAB,INV-TRD-514,27634.68,Fully Paid
a0xRg00000B5k2HIAR,INV-TRD2-138,131784,Fully Paid
a0xRg00000B5n1lIAB,INV-TRD2-139,455413,Fully Paid
a0xRg00000B5oFZIAZ,INV-TRD-515,64856.62,Fully Paid
a0xRg00000B5oM1IAJ,INV-TRD-516,754243.14,Fully Paid
a0xRg00000B5oPFIAZ,INV-TRD-517,125182.19,Fully Paid
a0xRg00000B5pWbIAJ,INV-TRD-518,82953.04,Fully Paid
a0xRg00000B5uPpIAJ,INV-TRD-519,27843.96,Fully Paid
a0xRg00000B7zoPIAR,INV-TRD-520,101137.8,Fully Paid
a0xRg00000B7zwTIAR,INV-TRD-521,64408,Fully Paid
a0xRg00000B7zy5IAB,INV-TRD2-140,217821.6,Fully Paid
a0xRg00000B7zzhIAB,INV-TRD2-141,46714.32,Fully Paid
a0xRg00000B82UXIAZ,INV-TRD-522,357629.84,Fully Paid
a0xRg00000B82W9IAJ,INV-TRD-523,89406.92,Partially Paid
a0xRg00000B82XlIAJ,INV-TRD-524,89406,Partially Paid
a0xRg00000B82XmIAJ,INV-TRD-526,29802,Partially Paid
a0xRg00000B82azIAB,INV-TRD-525,29802,Partially Paid
a0xRg00000B82j3IAB,INV-TRD-527,29802,Partially Paid
a0xRg00000B83DhIAJ,INV-BTL-43,4733000,Fully Paid
a0xRg00000B83FJIAZ,INV-BTL-44,,Pending
a0xRg00000B83GvIAJ,INV-BTL-45,,Pending
a0xRg00000B84zNIAR,INV-TRD-528,26343.68,Fully Paid
a0xRg00000B87CTIAZ,INV-BTL-46,10816550,Fully Paid
a0xRg00000B8BWDIA3,INV-BTL-47,24515000,Fully Paid
a0xRg00000B8EAmIAN,INV-TRD-529,26343.68,Fully Paid
a0xRg00000BAKlVIAX,INV-BTL-48,24110000,Fully Paid
a0xRg00000BAKwnIAH,INV-BTL-49,12927500,Fully Paid
a0xRg00000BAa77IAD,INV-TRD2-142,453438.37,Partially Paid
a0xRg00000BCZWmIAP,,2033162.59,Cancelled
a0xRg00000BCbK1IAL,INV-TRD2-143,40106.4,Fully Paid
a0xRg00000BCbLdIAL,INV-TRD2-144,92391,Fully Paid
a0xRg00000BCdVVIA1,INV-TRD-530,187005.84,Fully Paid
a0xRg00000BCdYjIAL,INV-TRD-531,236386.08,Fully Paid
a0xRg00000BCdfBIAT,INV-TRD-532,131325.6,Fully Paid
a0xRg00000BCdk1IAD,INV-TRD-533,131325.6,Fully Paid
a0xRg00000BCdldIAD,INV-TRD-534,26265.12,Fully Paid
a0xRg00000BCdorIAD,INV-TRD-535,26265.12,Fully Paid
a0xRg00000BCdqTIAT,INV-TRD-536,26265.12,Fully Paid
a0xRg00000BCnl0IAD,INV-TRD2-145,208618.8,Fully Paid
a0xRg00000BEhUzIAL,INV-BTL-50,261700,Fully Paid
a0xRg00000BEhWbIAL,INV-BTL-51,485350,Fully Paid
a0xRg00000BEl2LIAT,INV-TRD2-146,208618.8,Fully Paid
a0xRg00000BEl3xIAD,INV-TRD2-147,86597.52,Fully Paid
a0xRg00000BEnnJIAT,INV-TRD2-148,649673.4,Partially Paid
a0xRg00000BEq3dIAD,INV-TRD2-149,666904.2,Partially Paid
a0xRg00000BEqWfIAL,INV-TRD2-150,660716.4,Partially Paid
a0xRg00000BGXXxIAP,INV-TRD-537,25901,Partially Paid
a0xRg00000BGXZaIAP,INV-TRD-558,502954,Fully Paid
a0xRg00000BGXsvIAH,INV-TRD-538,,Pending
a0xRg00000BGXw9IAH,INV-TRD-539,194704.72,Fully Paid
a0xRg00000BGXxlIAH,INV-TRD-540,128253.63,Partially Paid
a0xRg00000BGXzNIAX,INV-TRD-541,,Pending
a0xRg00000BGY0zIAH,INV-TRD-542,,Pending
a0xRg00000BGY2bIAH,INV-TRD-543,,Pending
a0xRg00000BGY4DIAX,INV-TRD-544,,Pending
a0xRg00000BGY5pIAH,INV-TRD-545,,Pending
a0xRg00000BGY7RIAX,INV-TRD-546,,Pending
a0xRg00000BGYAfIAP,INV-TRD-547,200904.62,Fully Paid
a0xRg00000BGYAgIAP,INV-TRD-555,125860,Fully Paid
a0xRg00000BGYCHIA5,INV-TRD-548,423760.38,Fully Paid
a0xRg00000BGYDtIAP,INV-TRD-549,28250.66,Fully Paid
a0xRg00000BGYFVIA5,INV-TRD-550,28250.66,Fully Paid
a0xRg00000BGYH7IAP,INV-TRD-551,28250.66,Fully Paid
a0xRg00000BGYIjIAP,INV-TRD-552,28252.02,Fully Paid
a0xRg00000BGYIkIAP,INV-TRD-562,45708.96,Fully Paid
a0xRg00000BGYKLIA5,INV-TRD-553,28250.66,Fully Paid
a0xRg00000BGYLxIAP,INV-TRD-554,471973.59,Fully Paid
a0xRg00000BGYNZIA5,INV-TRD-556,31465,Fully Paid
a0xRg00000BGYQnIAP,INV-TRD-557,323112.72,Fully Paid
a0xRg00000BGYQoIAP,INV-TRD-559,45708.96,Fully Paid
a0xRg00000BGYVeIAP,INV-TRD-569,,Pending
a0xRg00000BGYYrIAP,INV-TRD-560,45708.96,Fully Paid
a0xRg00000BGYaTIAX,INV-TRD-561,45708.96,Fully Paid
a0xRg00000BGYc5IAH,INV-TRD-563,45708.96,Fully Paid
a0xRg00000BGYdhIAH,INV-TRD-564,45708.96,Fully Paid
a0xRg00000BGYfJIAX,INV-TRD-565,45708.96,Fully Paid
a0xRg00000BGYgvIAH,INV-TRD-566,45708.96,Fully Paid
a0xRg00000BGYiXIAX,INV-TRD-567,45708.96,Fully Paid
a0xRg00000BGYk9IAH,INV-TRD-568,27650.98,Fully Paid
a0xRg00000BHLT9IAP,INV-TRD-577,329384,Fully Paid
a0xRg00000BHMXFIA5,INV-TRD-570,34366.92,Fully Paid
a0xRg00000BHMdhIAH,INV-TRD-571,209729.76,Fully Paid
a0xRg00000BHMfJIAX,INV-TRD-572,324784.2,Fully Paid
a0xRg00000BHMgvIAH,INV-TRD-573,176909.16,Partially Paid
a0xRg00000BHMiXIAX,INV-TRD-574,29511.38,Fully Paid
a0xRg00000BHMk9IAH,INV-TRD-575,29491.46,Partially Paid
a0xRg00000BHMllIAH,INV-TRD-576,29335,Partially Paid
