Id,Cumulative_Paid_Amount__c
a0YRg00000PqBVfMAN,27650.98
a0YRg00000PqBVgMAN,27650.98
a0YRg00000PqBVhMAN,10698.04
a0YRg00000PqCDEMA3,414764.7
a0YRg00000PqCDFMA3,58452.26
a0YRg00000PqDScMAN,754243.14
a0YRg00000PqDSdMAN,14860.06
a0YRg00000PqEWnMAN,417551.4
a0YRg00000PqEWoMAN,59001.54
a0YRg00000PqG0iMAF,58813.3
a0YRg00000PqGTjMAN,197945.11
a0YRg00000PqGWxMAN,250405.84
a0YRg00000PqGYYMA3,64856.62
a0YRg00000PqH4oMAF,27650.98
a0YRg00000PqH4pMAF,27317.02
a0YRg00000PqHJJMA3,123339.91
a0YRg00000PqHpZMAV,55000
a0YRg00000PqHzFMAV,27653
a0YRg00000PqJbFMAV,27650.98
a0YRg00000PqJbGMAV,70423.04
a0YRg00000PqKKRMA3,361997.68
a0YRg00000PqKtuMAF,334099.72
a0YRg00000PqLDHMA3,306201.76
a0YRg00000PqLgIMAV,361997.68
a0YRg00000PqNdJMAV,27843.96
a0YRg00000PqNdKMAV,1406.24
a0YRg00000PqOEMMA3,278303.8
a0YRg00000PqPlVMAV,166894.61
a0YRg00000PqPtZMAV,194609.92
a0YRg00000PqQuTMAV,389895.64
a0YRg00000Pt6nzMAB,337000
a0YRg00000Pt6pdMAB,29802
a0YRg00000PtFb9MAF,55000
a0YRg00000PtFrKMAV,133736.28
a0YRg00000PtHGNMA3,100899
a0YRg00000PtJQKMA3,149012.31
a0YRg00000PtM37MAF,127086.82
a0YRg00000PtMMVMA3,35880.05
a0YRg00000PtN0nMAF,37000
a0YRg00000PtOL4MAN,144407.38
a0YRg00000PtOg5MAF,84802.46
a0YRg00000PtOuXMAV,555443.01
a0YRg00000PtPykMAF,59604
a0YRg00000PtQzdMAF,114604.92
a0YRg00000PtR4QMAV,202800
a0YRg00000PtRSeMAN,89406.92
a0YRg00000PtTFxMAN,29802
a0YRg00000PtTRLMA3,1550000
a0YRg00000PtThOMAV,5269750
a0YRg00000PtTmAMAV,158762.31
a0YRg00000PtUdSMAV,59604.46
a0YRg00000PtUyNMAV,29802.46
a0YRg00000PtV1ZMAV,238420
a0YRg00000PtVT3MAN,174209.84
a0YRg00000PtW7OMAV,29802
a0YRg00000PtXxtMAF,1000000
a0YRg00000PtXxuMAF,4733000
a0YRg00000PtY5uMAF,29802
a0YRg00000PtZJhMAN,89406
a0YRg00000Ptb8bMAB,2194500
a0YRg00000PtbBpMAJ,2194500
a0YRg00000Ptc6NMAR,4183000
a0YRg00000PtdonMAB,2091500
a0YRg00000PtebCMAR,15000
a0YRg00000PtgD8MAJ,839720
a0YRg00000Ptn0AMAR,5000000
a0YRg00000PtnRYMAZ,5550000
a0YRg00000PtnjGMAR,50000
a0YRg00000PtpOWMAZ,24515000
a0YRg00000PtsPbMAJ,10816550
a0YRg00000PweulMAB,637000
a0YRg00000Pwh6FMAR,88448
a0YRg00000Pwjo0MAB,95979
a0YRg00000PwmNdMAJ,37464.84
a0YRg00000PwmNeMAJ,169878.19
a0YRg00000PwmU6MAJ,92578.2
a0YRg00000Pwn8QMAR,88695.8
a0YRg00000PwnI5MAJ,84992.8
a0YRg00000PwnZqMAJ,89557
a0YRg00000PwpBpMAJ,87597.2
a0YRg00000Pwt5yMAB,50000
a0YRg00000PwyC0MAJ,10000
a0YRg00000PwyC1MAJ,50000
a0YRg00000PxMJGMA3,36500
a0YRg00000PzzzWMAR,99145.2
a0YRg00000Q0AelMAF,150000
a0YRg00000Q0AoQMAV,555503.01
a0YRg00000Q0CgXMAV,749560.5
a0YRg00000Q0DeDMAV,28972
a0YRg00000Q0LGoMAN,38039.62
a0YRg00000Q0LiHMAV,37000
a0YRg00000Q0MpeMAF,214325.98
a0YRg00000Q0TxbMAF,236386.08
a0YRg00000Q0TxcMAF,5337.4
a0YRg00000Q0VsvMAF,443918.9
a0YRg00000Q0WyeMAF,37000
a0YRg00000Q0XJcMAN,131325.6
a0YRg00000Q0XJdMAN,3802.2
a0YRg00000Q0biAMAR,187005.84
a0YRg00000Q0biBMAR,132571.98
a0YRg00000Q0bwfMAB,186243.32
a0YRg00000Q0c1WMAR,131325.6
a0YRg00000Q0c1XMAR,1501.5
a0YRg00000Q0daHMAR,32734.9
a0YRg00000Q0dvGMAR,108862.2
a0YRg00000Q0eBNMAZ,52826.4
a0YRg00000Q0eZaMAJ,26265.12
a0YRg00000Q0eZbMAJ,4897.08
a0YRg00000Q0ehdMAB,79128
a0YRg00000Q0fLxMAJ,106525.5
a0YRg00000Q0g8LMAR,27803.1
a0YRg00000Q0gJdMAJ,55200.6
a0YRg00000Q0gQ6MAJ,26265.12
a0YRg00000Q0gQ7MAJ,4897.56
a0YRg00000Q0gbNMAR,81502.2
a0YRg00000Q0hm9MAB,37000
a0YRg00000Q0k8jMAB,29802.46
a0YRg00000Q0lPlMAJ,25931
a0YRg00000Q43mlMAB,86597.52
a0YRg00000Q43mmMAB,208618.8
a0YRg00000Q43mnMAB,40091.68
a0YRg00000Q4ClCMAV,649673.4
a0YRg00000Q4FkiMAF,217821.6
a0YRg00000Q4HoCMAV,660716.4
a0YRg00000Q4Jt8MAF,666904.2
a0YRg00000Q6lriMAB,25930.52
a0YRg00000Q6lrjMAB,25931.48
a0YRg00000Q6m9SMAR,29116
a0YRg00000Q6mmAMAR,25930.52
a0YRg00000Q6mmBMAR,25931.48
a0YRg00000Q6mmCMAR,25921
a0YRg00000Q6mnmMAB,25901
a0YRg00000Q6nLeMAJ,25901
a0YRg00000Q6o6PMAR,46714.32
a0YRg00000Q6p46MAB,116463.9
a0YRg00000Q6pAXMAZ,25901
a0YRg00000Q6pDlMAJ,25901
a0YRg00000Q6q9qMAB,29116
a0YRg00000Q6qpmMAB,291160.23
a0YRg00000Q6rQsMAJ,203811.33
a0YRg00000Q6rYwMAJ,61381.81
a0YRg00000Q6s1xMAB,37000
a0YRg00000Q6sA1MAJ,145579.53
a0YRg00000Q6sGTMAZ,145579.53
a0YRg00000Q6sI5MAJ,174695.43
a0YRg00000Q6sMvMAJ,232928.23
a0YRg00000Q6sMwMAJ,262044.23
a0YRg00000Q6sefMAB,29115.9
a0YRg00000Q6sjVMAR,58231.9
a0YRg00000Q6sl7MAB,87347.9
a0YRg00000Q6smjMAB,145579.9
a0YRg00000Q6sy1MAB,29116
a0YRg00000Q6tFlMAJ,29115.9
a0YRg00000Q8ZjGMAV,51550.38
a0YRg00000Q8f8iMAB,147555
a0YRg00000Q8fn0MAB,37000
a0YRg00000Q8gCoMAJ,265762.2
a0YRg00000Q8gvzMAB,243718.44
a0YRg00000Q8hDiMAJ,51550.38
a0YRg00000Q8hLnMAJ,236251.2
a0YRg00000Q8hVSMAZ,34366.92
a0YRg00000Q8hgkMAB,36500
a0YRg00000Q8iHuMAJ,233915
a0YRg00000Q8iZZMAZ,171834.6
a0YRg00000Q8ijFMAR,171834.6
a0YRg00000Q8ipjMAB,206630
a0YRg00000Q8iw9MAB,51550.38
a0YRg00000Q8j5pMAB,51550.38
a0YRg00000Q8j7SMAR,51550.38
a0YRg00000Q8jaTMAR,51550.38
a0YRg00000Q8jnVMAR,198402
a0YRg00000Q8kA3MAJ,277922
a0YRg00000Q8kQ6MAJ,147557
a0YRg00000Q8kZlMAJ,209729.76
a0YRg00000Q8kd1MAB,59022
a0YRg00000Q8koHMAR,151577
a0YRg00000Q8l7dMAB,295273.2
a0YRg00000Q8mOfMAJ,324784.2
a0YRg00000Q8mTVMAZ,29511
a0YRg00000Q8menMAB,88533
a0YRg00000Q8pRRMAZ,292832
a0YRg00000Q8qfEMAR,238162
a0YRg00000Q8rTJMAZ,65804.55
a0YRg00000Q8sh2MAB,164692
a0YRg00000Q8sh3MAB,32938.4
a0YRg00000Q8sh4MAB,15452.15
a0YRg00000Q8tQBMAZ,132834.55
a0YRg00000Q8ucNMAR,37000
a0YRg00000Q8vzqMAB,98606.55
a0YRg00000Q8w6HMAR,329384
a0YRg00000Q8w6IMAR,16104.55
a0YRg00000Q901rMAB,417749.84
a0YRg00000Q90UuMAJ,85614.4
a0YRg00000Q9wPLMAZ,300000
a0YRg00000QBX3NMAX,248568.94
a0YRg00000QBX3OMAX,342963.94
a0YRg00000QBkWsMAL,87000
a0YRg00000QBtdNMAT,28522.94
a0YRg00000QBtdOMAT,12340.02
a0YRg00000QBwGGMA1,256707
a0YRg00000QBwhgMAD,142615
a0YRg00000QBxdiMAD,37431.78
a0YRg00000QBzFmMAL,285707
a0YRg00000QBzVrMAL,28522.94
a0YRg00000QBzVsMAL,15294.14
a0YRg00000QC0epMAD,37000
a0YRg00000QC0i2MAD,315230
a0YRg00000QC1MMMA1,28522.94
a0YRg00000QC1MNMA1,15771.2
a0YRg00000QC2ggMAD,94395
a0YRg00000QC2n3MAD,37000
a0YRg00000QC2tVMAT,3150
a0YRg00000QC2tWMAT,144046
a0YRg00000QC2wkMAD,341798.22
a0YRg00000QC2wlMAD,2431.78
a0YRg00000QC36PMAT,285230
a0YRg00000QC4FPMA1,62930
a0YRg00000QC4QfMAL,66431.78
a0YRg00000QC4TuMAL,405893.94
a0YRg00000QC4aLMAT,85568.82
a0YRg00000QC4aMMAT,10862.96
a0YRg00000QC58DMAT,28522.94
a0YRg00000QC58EMAT,13817.08
a0YRg00000QC7tBMAT,223403.74
a0YRg00000QC7tCMAT,91244.46
a0YRg00000QC81FMAT,157324.11
a0YRg00000QC8cLMAT,374428.94
a0YRg00000QC8vhMAD,31465
a0YRg00000QC9ADMA1,125860
a0YRg00000QC9IHMA1,31465
a0YRg00000QCGJlMAP,40076.4
a0YRg00000QCHsYMAX,37000
a0YRg00000QCIbhMAH,330916.74
a0YRg00000QCJ4jMAH,327809.26
a0YRg00000QCJKrMAP,140472
a0YRg00000QCKFKMA5,46824
a0YRg00000QCKQcMAP,187296
a0YRg00000QCKdVMAX,468281.26
a0YRg00000QCKvFMAX,234120
a0YRg00000QCL1hMAH,46824
a0YRg00000QCLHpMAP,93648
a0YRg00000QCLjFMAX,140472
a0YRg00000QCMSSMA5,37000
a0YRg00000QCVHFMA5,422184
a0YRg00000QCWtHMAX,37000
a0YRg00000QCXkXMAX,883406.93
a0YRg00000QFqtmMAD,437203
a0YRg00000QFyZbMAL,92361
a0YRg00000QG2JpMAL,64408
a0YRg00000QGSW1MAP,148000
a0YRg00000QGd3PMAT,60318
a0YRg00000QGf3cMAD,214281.04
a0YRg00000QGfJgMAL,241580
a0YRg00000QGgilMAD,301590
a0YRg00000QGi9VMAT,211113
a0YRg00000QGjlQMAT,29930
a0YRg00000QGnfKMAT,271431
a0YRg00000QGoRiMAL,30159
a0YRg00000QGorVMAT,81974
a0YRg00000QGppBMAT,331754.02
a0YRg00000QJPi7MAH,147386.4
a0YRg00000QJTx0MAH,69133.94
a0YRg00000QJWGYMA5,205485.05
a0YRg00000QJWurMAH,90477
a0YRg00000QJWzhMAH,120636
a0YRg00000QJX1JMAX,30159
a0YRg00000QJZ9ZMAX,66948
a0YRg00000QJZERMA5,37000
a0YRg00000QJZWFMA5,64901.52
a0YRg00000QJZWGMA5,154378.8
a0YRg00000QJZWHMA5,30875.76
a0YRg00000QJZWIMA5,21595.92
a0YRg00000QJaQcMAL,335520.6
a0YRg00000QJaQdMAL,67104.12
a0YRg00000QJaQeMAL,67106.4
a0YRg00000QJaiMMAT,36500
a0YRg00000QJb9qMAD,30875.76
a0YRg00000QJb9rMAD,30875.76
a0YRg00000QJb9sMAD,21894.88
a0YRg00000QJbOJMA1,44727.9
a0YRg00000QJbOKMA1,44727.9
a0YRg00000QJbZdMAL,154378
a0YRg00000QJcqcMAD,44727.9
a0YRg00000QJcqdMAD,44728.1
a0YRg00000QJcsHMAT,61752
a0YRg00000QJd0IMAT,44727.9
a0YRg00000QJd0JMAT,44727.9
a0YRg00000QJd0KMAT,44728.2
a0YRg00000QJdTJMA1,763524.3
a0YRg00000QJeCTMA1,44728
a0YRg00000QJecHMAT,44727.9
a0YRg00000QJecIMAT,44727.9
a0YRg00000QJecJMAT,44728.2
a0YRg00000QJeqsMAD,268419.12
a0YRg00000QJfOjMAL,67104.12
a0YRg00000QJgMOMA1,30875.76
a0YRg00000QJgMPMA1,21596.4
a0YRg00000QJgcVMAT,30875.76
a0YRg00000QJgcWMAT,21596.16
a0YRg00000QJhWwMAL,174358.24
a0YRg00000QJiklMAD,643920.04
a0YRg00000QJjKEMA1,1143920.04
a0YRg00000QJk1lMAD,37000
a0YRg00000QJlcAMAT,131784
a0YRg00000QJllsMAD,30875.76
a0YRg00000QJlltMAD,30875.76
a0YRg00000QJlluMAD,30273.48
a0YRg00000QJnAyMAL,30875.76
a0YRg00000QJnAzMAL,30875.76
a0YRg00000QJnB0MAL,30875.76
a0YRg00000QJnB1MAL,30875.76
a0YRg00000QJnB2MAL,30551.84
a0YRg00000QJsKNMA1,41476.47
a0YRg00000QJsKOMA1,41472.02
a0YRg00000QJsc5MAD,27651
a0YRg00000QJtLCMA1,41477
a0YRg00000QJtxuMAD,58451.96
a0YRg00000QJtxvMAD,138254.9
a0YRg00000QJtxwMAD,138254.9
a0YRg00000QJtxxMAD,124429.41
a0YRg00000QJtxyMAD,13825.49
a0YRg00000QJunWMAT,55000
a0YRg00000QJwHTMA1,27651
a0YRg00000QJxrpMAD,27651
a0YRg00000QJzP7MAL,62100.7
a0YRg00000QK0I3MAL,31050
a0YRg00000QK84FMAT,31050.85
a0YRg00000QKA2nMAH,37000
a0YRg00000QKAVnMAP,531017
a0YRg00000QKCCaMAP,93150.7
a0YRg00000QKGHoMAP,155250.7
a0YRg00000QKHP9MAP,31050
a0YRg00000QKIeXMAX,124200.7
a0YRg00000QN31UMAT,172410
a0YRg00000QN4K6MAL,1800000
a0YRg00000QN4btMAD,37000
a0YRg00000QN5OHMA1,162750
a0YRg00000QN5w9MAD,103580
a0YRg00000QN6CMMA1,588204
a0YRg00000QN6IfMAL,650000
a0YRg00000QN79vMAD,32550
a0YRg00000QN8SbMAL,32550
a0YRg00000QNACeMAP,34415
a0YRg00000QNAcSMAX,32549.82
a0YRg00000QNAcTMAX,32550.18
a0YRg00000QNAnkMAH,32549.82
a0YRg00000QNAnlMAH,32550.18
a0YRg00000QNBAJMA5,34750
a0YRg00000QNC6OMAX,556497
a0YRg00000QNCSwMAP,34414.94
a0YRg00000QNCSxMAP,34415.06
a0YRg00000QNCsjMAH,34414.94
a0YRg00000QNCskMAH,34415.06
a0YRg00000QNCvyMAH,37000
a0YRg00000QNEHqMAP,97650
a0YRg00000QNSMQMA5,27000
a0YRg00000QNU01MAH,36850
a0YRg00000QNa8lMAD,6993150
a0YRg00000QQAUbMAP,1400000
a0YRg00000QQBwvMAH,37000
a0YRg00000QS8epMAD,29653
a0YRg00000QS9izMAD,29653
a0YRg00000QSAVKMA5,29652.58
a0YRg00000QSBEUMA5,200327
a0YRg00000QSBb5MAH,158865
a0YRg00000QSBb6MAH,34923
a0YRg00000QSBmOMAX,148237.54
a0YRg00000QSDbGMAX,34375.22
a0YRg00000QSEicMAH,32938.4
a0YRg00000QSEidMAH,32938.4
a0YRg00000QSEieMAH,14542.35
a0YRg00000QSF6oMAH,118612
a0YRg00000QSFBfMAP,59305
a0YRg00000QSFrdMAH,118584.54
a0YRg00000QSGXVMA5,27650.98
a0YRg00000QSGXWMA5,27651.02
a0YRg00000QSGpIMAX,88959
a0YRg00000QSHWnMAP,29402.76
a0YRg00000QSHdGMAX,88931.54
a0YRg00000QSHrlMAH,28664.16
a0YRg00000QSIUTMA5,37000
a0YRg00000QSIhNMAX,388633.54
a0YRg00000QSJITMA5,59306
a0YRg00000QSJaDMAX,29653
a0YRg00000QSKfyMAH,453438.37
a0YRg00000QSLU3MAP,8050000
a0YRg00000QSNHJMA5,725000
a0YRg00000QSNadMAH,5980000
a0YRg00000QSNm1MAH,207048.24
a0YRg00000QSOJrMAP,5350000
a0YRg00000QSOeoMAH,185000
a0YRg00000QSPXdMAP,12927500
a0YRg00000QSPkZMAX,122090.64
a0YRg00000QSREPMA5,50000
a0YRg00000QVNCiMAP,26579.36
a0YRg00000QVNCjMAP,26579.36
a0YRg00000QVNCkMAP,26579.36
a0YRg00000QVNClMAP,26579.36
a0YRg00000QVNCmMAP,26579.36
a0YRg00000QVNCnMAP,1604.88
a0YRg00000QVUFpMAP,1495000
a0YRg00000QVUFqMAP,1938162.59
a0YRg00000QVW1TMAX,93001.5
a0YRg00000QVYBLMA5,780254
a0YRg00000QVYXuMAP,40350.6
a0YRg00000QVf4lMAD,261700
a0YRg00000QVtkUMAT,50000
a0YRg00000QVx1eMAD,2726200
a0YRg00000QVx85MAD,6546030
a0YRg00000QWCa9MAH,950000
a0YRg00000QZ2MbMAL,31051
a0YRg00000QZ3SMMA1,28660
a0YRg00000QZLqkMAH,26835
a0YRg00000QZMLIMA5,26835
a0YRg00000QZNapMAH,134175.24
a0YRg00000QZO74MAH,107340.24
a0YRg00000QZObgMAH,80505.24
a0YRg00000QZOoYMAX,134174
a0YRg00000QZPFxMAP,26835
a0YRg00000QZQrwMAH,26835
a0YRg00000QZRJQMA5,161010.24
a0YRg00000QZS0tMAH,190844
a0YRg00000QZSaPMAX,26835
a0YRg00000QZUAkMAP,26835
a0YRg00000QZUM1MAP,37000
a0YRg00000QZUx7MAH,26834.76
a0YRg00000QZUx8MAH,53670.24
a0YRg00000QZVRlMAP,26835
a0YRg00000QcZlnMAF,2267500
a0YRg00000QccgRMAR,1000000
a0YRg00000QccjeMAB,2282500
a0YRg00000QceK5MAJ,4985050
a0YRg00000QceK6MAJ,452900
a0YRg00000QcfeHMAR,37000
a0YRg00000QcfpaMAB,4989150
a0YRg00000QcgFNMAZ,2077500
a0YRg00000QcglfMAB,200000
a0YRg00000QchoDMAR,7066650
a0YRg00000QciacMAB,2261350
a0YRg00000QciifMAB,2804793
a0YRg00000QckFlMAJ,1108950
a0YRg00000QcksTMAR,2264500
a0YRg00000QcksUMAR,2264500
a0YRg00000QcksVMAR,1808450
a0YRg00000QcpP7MAJ,2077500
a0YRg00000QcpP8MAJ,2077500
a0YRg00000QcpP9MAJ,727293
a0YRg00000QcqLGMAZ,818314
a0YRg00000Qcws3MAB,4075820
a0YRg00000QczRhMAJ,367000
a0YRg00000QczZwMAJ,37000
a0YRg00000QczwLMAR,2037910
a0YRg00000Qd0Z4MAJ,200000
a0YRg00000Qd1LSMAZ,5557757
a0YRg00000Qd1a3MAB,150448.73
a0YRg00000Qd3buMAB,49655.85
a0YRg00000Qd3bvMAB,21110.45
a0YRg00000Qd5P5MAJ,2314000
a0YRg00000Qd5YmMAJ,49655.85
a0YRg00000Qd5YnMAJ,20766.3
a0YRg00000Qd61tMAB,153598.73
a0YRg00000Qd9u8MAB,2314052
a0YRg00000QdE5nMAF,49655.85
a0YRg00000QdE5oMAF,26385.15
a0YRg00000QdFgBMAV,231728.73
a0YRg00000Qfrr3MAB,36216.72
a0YRg00000QfsryMAB,2194500
a0YRg00000Qfu7LMAR,26343.68
a0YRg00000Qfu7MMAR,26343.68
a0YRg00000Qfu7NMAR,26343.68
a0YRg00000Qfu7OMAR,2786.99
a0YRg00000QgER9MAN,37000
a0YRg00000QgFYRMA3,910303
a0YRg00000QgPRLMA3,212603.68
a0YRg00000QgPRMMA3,7231.36
a0YRg00000QgPsfMAF,36500
a0YRg00000QgTd0MAF,26575.46
a0YRg00000QgTd1MAF,18645.9
a0YRg00000QgV3kMAF,53150.92
a0YRg00000QgWR7MAN,454932.82
a0YRg00000QgWR8MAN,64033.04
a0YRg00000QgXIQMA3,26575.46
a0YRg00000QgXIRMA3,132877.3
a0YRg00000QgXISMA3,22467.14
a0YRg00000Qj6lTMAR,149346.12
a0YRg00000Qj7pZMAR,36554.79
a0YRg00000Qj9Y2MAJ,323112.72
a0YRg00000Qj9kwMAB,36150
a0YRg00000Qj9ubMAB,139160
a0YRg00000Qj9wDMAR,215001
a0YRg00000Qj9xpMAB,502954
a0YRg00000QlDipMAF,36500
a0YRg00000QlHsuMAF,1053425
a0YRg00000QlIqZMAV,4910000
a0YRg00000QlLwTMAV,1023380.74
a0YRg00000QlM4XMAV,66129.28
a0YRg00000QlR11MAF,5802000
a0YRg00000QlRVeMAN,200000
a0YRg00000QlS6jMAF,200000
a0YRg00000QlSTKMA3,4565000
a0YRg00000QlSd0MAF,4535000
a0YRg00000QlTsRMAV,2417500
a0YRg00000QlZ3OMAV,2100000
a0YRg00000QlZxqMAF,2250000
a0YRg00000QlatuMAB,13633350
a0YRg00000QlbGTMAZ,2417500
a0YRg00000QlbgHMAR,1000000
a0YRg00000QlbjVMAR,4717000
a0YRg00000Qld6zMAB,100000
a0YRg00000QldBpMAJ,200000
a0YRg00000QldN7MAJ,8994150
a0YRg00000QldTZMAZ,9750000
a0YRg00000Qn8qLMAR,4978000
a0YRg00000QnDJhMAN,2726200
a0YRg00000QnDoLMAV,998750
a0YRg00000QnHIYMA3,30159
a0YRg00000QnIXxMAN,26187
a0YRg00000QnJ7QMAV,31093
a0YRg00000QnKD9MAN,45000
a0YRg00000QnO8gMAF,29060
a0YRg00000QqnvNMAR,101446.01
a0YRg00000QqpvbMAB,43325.16
a0YRg00000QqrHNMAZ,26579.36
a0YRg00000QqrHOMAZ,84275.52
a0YRg00000QqrNqMAJ,205890
a0YRg00000QqtCkMAJ,29652.58
a0YRg00000QqvrKMAR,137093.76
a0YRg00000QqvrLMAR,45697.92
a0YRg00000QqvrMMAR,45697.92
a0YRg00000QqvrNMAR,71510.4
a0YRg00000QqwXBMAZ,101137.8
a0YRg00000QqwXCMAZ,137951.72
a0YRg00000QqxRlMAJ,198451.54
a0YRg00000QqyvdMAB,27900
a0YRg00000QqzV8MAJ,913958.48
a0YRg00000Qr09WMAR,27900
a0YRg00000Qr1lPMAR,27900
a0YRg00000Qr2EUMAZ,27900
a0YRg00000Qr49oMAB,27900
a0YRg00000Qr4PuMAJ,27900
a0YRg00000Qr5PBMAZ,97650.77
a0YRg00000Qr5PCMAZ,27900
a0YRg00000Qr5XFMAZ,195301.54
a0YRg00000Qr60IMAR,27900
a0YRg00000Qr69xMAB,27900.22
a0YRg00000Qr6EnMAJ,27900
a0YRg00000Qr6Y9MAJ,27900
a0YRg00000Qr6gDMAR,27900
a0YRg00000Qr6ukMAB,1100100
a0YRg00000QrDZgMAN,137093.76
a0YRg00000QrDZhMAN,4416.64
a0YRg00000QrEKQMA3,37000
a0YRg00000QrEqgMAF,1008504.32
a0YRg00000QrPkTMAV,98918.4
a0YRg00000QrPkUMAV,1081.6
a0YRg00000QrQzxMAF,49655.85
a0YRg00000QrQzyMAF,49655.85
a0YRg00000QrQzzMAF,49655.85
a0YRg00000QrR00MAF,49655.85
a0YRg00000QrR01MAF,49655.85
a0YRg00000QrR02MAF,49655.85
a0YRg00000QrR03MAF,49655.85
a0YRg00000QrR04MAF,49655.85
a0YRg00000QrR05MAF,49655.85
a0YRg00000QrR06MAF,501508.8
a0YRg00000QrUAiMAN,188000
a0YRg00000QuPROMA3,87667
a0YRg00000QuRHvMAN,29253.31
a0YRg00000QuRUnMAN,39143.37
a0YRg00000QuSvVMAV,45697.92
a0YRg00000QuSvWMAV,177898.72
a0YRg00000QuTMwMAN,25901
a0YRg00000QuYGGMA3,5610750
a0YRg00000QuawMMAR,2336500
a0YRg00000QueTfMAJ,5607600
a0YRg00000QuerpMAB,200000
a0YRg00000Quf6MMAR,2336500
a0YRg00000Qxp4MMAR,86342.36
a0YRg00000Qxr9OMAR,101178
a0YRg00000Qxr9PMAR,81710
a0YRg00000Qxrr0MAB,39395.4
a0YRg00000Qxrr1MAB,90604.6
a0YRg00000R3QPqMAN,89600
a0YRg00000R6zAwMAJ,64856.62
a0YRg00000R728nMAB,66462
a0YRg00000R72KAMAZ,471158.43
a0YRg00000R74H6MAJ,182791.68
a0YRg00000R74H7MAJ,141227.04
a0YRg00000R75meMAB,31000
a0YRg00000R77F1MAJ,66858
a0YRg00000R77i4MAB,37000
a0YRg00000R790cMAB,66858
a0YRg00000R792JMAR,334291.75
a0YRg00000R7AsmMAF,66858
a0YRg00000R7AxZMAV,334291.74
a0YRg00000R7BP3MAN,66858.34
a0YRg00000R7FdtMAF,200574
a0YRg00000R7FijMAF,66858
a0YRg00000R7FlyMAF,66858
a0YRg00000R7G6wMAF,66858
a0YRg00000R7G8XMAV,66858
a0YRg00000R7GenMAF,66858.34
a0YRg00000R7QxcMAF,2514758
a0YRg00000RAbTNMA1,28972
a0YRg00000RAe7wMAD,89298.8
a0YRg00000RAfnCMAT,43575.16
a0YRg00000RLdekMAD,260456
a0YRg00000RMTIMMA5,30549.18
a0YRg00000RMTINMA5,70.82
a0YRg00000RMTK0MAP,29802
a0YRg00000RMUfpMAH,93001.5
a0YRg00000RMUfqMAH,125.08
a0YRg00000RMVDhMAP,40106.4
a0YRg00000RMVDiMAP,92391
a0YRg00000RMVDjMAP,92391
a0YRg00000RMVNRMA5,122196
a0YRg00000RMWOKMA5,64248.36
a0YRg00000RMWOLMA5,458237.7
a0YRg00000RMWg1MAH,26265.12
a0YRg00000RMWg2MAH,155.64
a0YRg00000RMWwDMAX,36865
a0YRg00000RMWwEMAX,122266.82
a0YRg00000RMX4GMAX,289346
a0YRg00000RMXYwMAP,100000
a0YRg00000RMYwPMAX,205626.98
a0YRg00000RMaevMAD,37000
a0YRg00000RMbkYMAT,33950
a0YRg00000RMcOsMAL,144597.84
a0YRg00000RMdmLMAT,15000
a0YRg00000RMeGzMAL,318236
a0YRg00000RMgHJMA1,1945023
a0YRg00000RMiXeMAL,347176
a0YRg00000RMk38MAD,28939.56
a0YRg00000RMk39MAD,16922.6
a0YRg00000RMlOyMAL,405153.84
a0YRg00000RMlOzMAL,17022.16
a0YRg00000RMmGEMA1,397176
a0YRg00000RMmbBMAT,159590
a0YRg00000RMmg3MAD,136540
a0YRg00000RMnTyMAL,387176
a0YRg00000RMnydMAD,28939.56
a0YRg00000RMnyeMAD,16873.04
a0YRg00000RMnyhMAD,1136507
a0YRg00000RMoOSMA1,37000
a0YRg00000RMol7MAD,485350
a0YRg00000RMouoMAD,24110000
a0YRg00000RMozgMAD,157766
a0YRg00000RMpAqMAL,27308
a0YRg00000RMqekMAD,50000
a0YRg00000RPyBAMA1,90180.3
a0YRg00000RQ65SMAT,29802.46
a0YRg00000RQ74jMAD,31465
a0YRg00000RQ7XlMAL,46824
a0YRg00000RQ7r8MAD,67104.12
a0YRg00000RQ7r9MAD,201311.88
a0YRg00000RQRwLMAX,208618.8
a0YRg00000RQRwMMAX,6813.88
a0YRg00000RQZNhMAP,363500
a0YRg00000RTZR5MAP,101643.9
a0YRg00000RTZR6MAP,43868.07
a0YRg00000RTlbtMAD,34375.22
a0YRg00000RTm89MAD,208055.9
a0YRg00000RTyPWMA1,68898.92
a0YRg00000RTydyMAD,55000
a0YRg00000RU0zBMAT,32874.46
a0YRg00000RU0zCMAT,3125.54
a0YRg00000RU1s8MAD,32874
a0YRg00000RU23JMAT,164372
a0YRg00000RU2UoMAL,32874.46
a0YRg00000RU2UpMAL,9375.7
a0YRg00000RU2jHMAT,32874
a0YRg00000RU2jJMAT,32874
a0YRg00000RU4DAMA1,32874.46
a0YRg00000RU4DBMA1,9376.62
a0YRg00000RU4I6MAL,32874
a0YRg00000RU5pCMAT,32874.46
a0YRg00000RU5pDMAT,9376.16
a0YRg00000RU8NDMA1,295870
a0YRg00000RU8iFMAT,32874
a0YRg00000RUAbwMAH,32874.46
a0YRg00000RUAbxMAH,6251.08
a0YRg00000RUBY0MAP,50000
a0YRg00000RUCFVMA5,32871.7
a0YRg00000RUCFXMA5,32874
a0YRg00000RWunYMAT,92140.4
a0YRg00000RWunZMAT,32130.81
a0YRg00000RWv3fMAD,37372.65
